北京,0.1319307627357163
浙江,0.1267868459967608
广东,0.13067775561660333
江苏,0.13030799475753604
上海,0.1271420674405749
四川,0.12915671504684917
湖南,0.13379981227067156
内蒙,0.11327231121281464
陕西,0.12835184561875912
山东,0.13685721647587146
甘肃,0.15178050204319907
江西,0.13792633015006822
河北,0.13717339667458434
吉林,0.1339135317237507
安徽,0.14114890522743798
河南,0.14197148171109733
山西,0.12762818148284766
湖北,0.13929847516481306
重庆,0.1530443414956982
黑龙,0.12516233766233767
广西,0.1301106844364129
辽宁,0.14176061405612858
天津,0.14164015190393103
新疆,0.13442136498516322
海南,0.13431696769269905
云南,0.13899821109123434
福建,0.13293401603709787
贵州,0.13519271741235717
宁夏,0.12020905923344948
香港,0.14692787177203917
青海,0.1414141414141414
台湾,0.1533980582524272
西藏,0.10909090909090909
澳门,0.1320754716981132
