200102,0.14426229508196722
200104,0.18151815181518152
200105,0.1951219512195122
200106,0.2246376811594203
200109,0.23841059602649006
200114,0.21505376344086022
200115,0.17312072892938496
200116,0.09595959595959595
200118,0.1518987341772152
200119,0.21686746987951808
200120,0.10741389375364857
200121,0.14858594785682722
200122,0.1307738452309538
200123,0.14285714285714285
200124,0.11214953271028037
200125,0.10682492581602374
200126,0.14375
200127,0.0
200128,0.11267605633802817
200129,0.13544137022397892
200130,0.12631578947368421
200131,0.15448577680525163
200201,0.13028169014084506
200202,0.17341977309562398
200203,0.1591928251121076
200204,0.21661237785016288
200205,0.21990700878250388
200206,0.19366626065773446
200207,0.1916062952785411
200208,0.2
200210,0.1307300509337861
200211,0.15369615316433258
200212,0.14625954198473282
200213,0.16019151846785226
200214,0.12947658402203857
200310,0.1038961038961039
200311,0.12709030100334448
200312,0.1760828625235405
200313,0.17001338688085676
200314,0.17754502490739557
200315,0.19288548752834467
200316,0.17825201452227044
200317,0.15350389321468297
200318,0.15217391304347827
200320,0.16270566727605118
200321,0.15394337714863499
200322,0.1738582109719845
200323,0.16481294236602628
200324,0.16224608616897399
200325,0.16599371915657246
200326,0.1827875095201828
200327,0.16662357807652534
200328,0.17707082833133253
200329,0.14289565920733352
200330,0.16180196056834453
200331,0.1539804469273743
200401,0.15719236157192362
200402,0.16394045212277156
200403,0.1757636454682023
200404,0.16777644361969218
200405,0.16728387918065038
200406,0.1554913294797688
200407,0.15466195315952275
200408,0.16423464890804035
200409,0.16504428017272926
200410,0.17692307692307693
200411,0.16020482809070957
200412,0.1513157894736842
200413,0.17000925640234496
200414,0.15527156549520768
200415,0.17114288075365672
200416,0.14620089390731592
200417,0.1411443415706388
200418,0.1664923899151853
200419,0.1747414783607813
200420,0.17191953059513831
200421,0.1569377990430622
200422,0.17344356335414207
200423,0.17335504262043866
200424,0.16699801192842942
200425,0.16939726439200362
200426,0.16682410731154354
200427,0.14923793395427604
200428,0.15464512406231967
200429,0.16302008608321378
200430,0.1490830211003747
200501,0.17113142136779075
200502,0.19294225481209898
200503,0.16576819407008087
200504,0.15902097902097903
200505,0.14808558558558557
200506,0.19767441860465115
200507,0.14953271028037382
200508,0.18316923648523128
200509,0.19336920673494185
200510,0.1605552645364065
200511,0.18979409131602507
200512,0.19336626676076218
200513,0.14298401420959148
200514,0.15321001088139283
200515,0.16401590457256462
200516,0.16970216413113348
200517,0.17668348322000438
200518,0.1662857142857143
200519,0.13830645161290323
200520,0.1442650450828266
200521,0.16317228805834094
200522,0.19
200524,0.1549636803874092
200525,0.14285714285714285
200527,0.20232052211747642
200528,0.1609013011742304
200529,0.12445414847161572
200530,0.19444444444444445
201228,0.1
